EXTRACT_URL_NAME	EXTRACT_SITE_NAME	EXTRACT_SITE_URL	EXTRACT_BASE_NAME	DATE_TIME	DATE_TIME_IS_EXTRACT_COMPLETED_FLG	DINNER_PRICE	DINNER_PRICE_IS_EXTRACT_COMPLETED_FLG	GENRE_NAME	GENRE_NAME_IS_EXTRACT_COMPLETED_FLG	LUNCH_PRICE	LUNCH_PRICE_IS_EXTRACT_COMPLETED_FLG	SHOP_NAME	SHOP_NAME_IS_EXTRACT_COMPLETED_FLG	STAR	STAR_IS_EXTRACT_COMPLETED_FLG	VIA_TRAFIC	VIA_TRAFIC_IS_EXTRACT_COMPLETED_FLG
https://tabelog.com/kanagawa/A1401/A140101/14070141	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.01	1	ないよーん	0
https://tabelog.com/kanagawa/A1401/A140102/14002156	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0
https://tabelog.com/kanagawa/A1401/A140102/14064432	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.09	1	ないよーん	0
https://tabelog.com/kanagawa/A1401/A140104/14001870	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.51	1	ないよーん	0
https://tabelog.com/kanagawa/A1401/A140104/14076101	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.07	1	ないよーん	0
https://tabelog.com/kanagawa/A1401/A140202/14078974	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0
https://tabelog.com/kanagawa/A1401/A140205/14080414	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.04	1	ないよーん	0
https://tabelog.com/kanagawa/A1404/A140401/14002117	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0
https://tabelog.com/kanagawa/A1404/A140401/14028973	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.30	1	ないよーん	0
https://tabelog.com/kanagawa/A1404/A140402/14062230	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.31	1	ないよーん	0
https://tabelog.com/kanagawa/A1404/A140404/14052556	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.17	1	ないよーん	0
https://tabelog.com/kanagawa/A1405/A140501/14069993	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.45	1	ないよーん	0
https://tabelog.com/kanagawa/A1405/A140501/14071152	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.02	1	ないよーん	0
https://tabelog.com/kanagawa/A1405/A140501/14072693	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.37	1	ないよーん	0
https://tabelog.com/kanagawa/A1405/A140504/14005928	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	営業時間
＊ランチもディナーもハッピーアワーも毎日やってます
[月〜日曜日］祝日も同じ
ランチタイム
11:00〜15:00(L.O14:45)
ディナータイム
15:00～22:00(L.O21:30)
[ハッピーアワー]
月〜金曜日
15:00～18:00
土曜日
15:00〜17:00
*お肉とつまみ、ドリンクが199～290円
日曜営業
定休日
１２月３１日～１月３日
新型コロナウイルス感染拡大により、営業時間・定休日が記載と異なる場合がございます。ご来店時は事前に店舗にご確認ください。	1	￥6,000～￥7,999	1	焼肉、定食・食堂、弁当	1	￥1,000～￥1,999	1	A4山形牛&焼肉食べ放題 くろべこ 武蔵小杉店	1	3.47	1	≪東急東横線　武蔵小杉駅南口徒歩１分≫
⇒南口改札を出て直進します。
⇒通りを出ると左手に吉野家が見えるので、そちらに向かう
⇒亀谷万年堂を右に曲がる。
⇒フィットケアデポの向かいの地下１階が当店になります。
（２階は【こすぎ畑】さん）
武蔵小杉駅から187m	1
https://tabelog.com/kanagawa/A1405/A140504/14006342	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0
https://tabelog.com/kanagawa/A1405/A140504/14056241	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.38	1	ないよーん	0
https://tabelog.com/kanagawa/A1405/A140505/14013671	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.01	1	ないよーん	0
https://tabelog.com/kanagawa/A1405/A140505/14071919	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	営業時間
[ランチ]
11:30~15:00
(L.O.14:30)
[ディナー]
17:00~24:00
(L.O.23:30)
日曜営業
定休日
年中無休
新型コロナウイルス感染拡大により、営業時間・定休日が記載と異なる場合がございます。ご来店時は事前に店舗にご確認ください。	1	￥5,000～￥5,999	1	焼肉、ホルモン、韓国料理	1	￥1,000～￥1,999	1	USHIHACHI 溝の口店 （ウシハチ/牛8）	1	3.10	1	東急田園都市線 溝の口駅 徒歩 2分
溝の口駅から174m	1
https://tabelog.com/kanagawa/A1408/A140802/14078291	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	-	1	ないよーん	0
